Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
N-PARK CONDOMINIUM,GELUGOR,PENANG,FREEHOLD,CONDOMINIUM,330000.0,471.0,15
SERI MAJU & SEPANGAR RIA,KOTA KINABALU,SABAH,LEASEHOLD,APARTMENT,172000.0,265.0,15
TAMAN SRI SENTOSA,JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR,LEASEHOLD,FLAT,180000.0,257.0,15
TAMAN PANDAN PERDANA,AMPANG,SELANGOR,LEASEHOLD,FLAT,150000.0,232.0,15
KINRARA MAS,BUKIT JALIL,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,380000.0,319.0,15
IDAMAN SUTERA,SETAPAK,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,350000.0,412.0,15
PINANG EMAS,BATU FERRINGHI,PENANG,FREEHOLD,APARTMENT,170000.0,304.0,15
THE SCOTT GARDEN SOHO,JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,650000.0,851.0,15
IVORY RESIDENCE,KAJANG,SELANGOR,FREEHOLD,CONDOMINIUM,390000.0,302.0,15
DESA IDAMAN RESIDENCES,PUCHONG,SELANGOR,FREEHOLD,APARTMENT,450000.0,432.0,15
TAMAN TAN SRI YAACOB,SKUDAI,JOHOR,FREEHOLD,FLAT,140000.0,217.0,15
KIARA RESIDENCE 2 (RESIDENSI KIARA JALIL 2),BUKIT JALIL,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,585000.0,479.0,15
CHANGKAT VIEW,DUTAMAS,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,453000.0,414.0,15
TAMAN BAGAN,BUTTERWORTH,PENANG,FREEHOLD,FLAT,115000.0,222.0,15
KELANA PUTERI,KELANA JAYA,SELANGOR,LEASEHOLD,CONDOMINIUM,380000.0,349.0,15
DAHLIA,SERENDAH,SELANGOR,LEASEHOLD,APARTMENT,150000.0,214.0,15
THE GOLDEN TRIANGLE CONDOMINIUM,SUNGAI ARA,PENANG,FREEHOLD,CONDOMINIUM,538000.0,442.0,15
THE LOFT @ ZETAPARK,SETAPAK,KUALA LUMPUR,LEASEHOLD,SERVICE RESIDENCE,500000.0,465.0,15
VISTA PINGGIRAN APARTMENT,SERI KEMBANGAN,SELANGOR,LEASEHOLD,APARTMENT,310000.0,355.0,15
U GARDEN RESORT CONDOMINIUM,GELUGOR,PENANG,FREEHOLD,CONDOMINIUM,260000.0,457.0,15
SETIA SKY RESIDENCES,KLCC,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,1000000.0,879.0,15
MIDFIELDS,SUNGAI BESI,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,450000.0,386.0,15
ONE CENTRAL PARK,DESA PARKCITY,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1600000.0,1128.0,15
KLEBANG PERDANA,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,554888.0,371.0,14
TAMAN SRI TREH (TAMAN BINTANG ANGKASA),MUAR,JOHOR,FREEHOLD,TERRACE HOUSE,489000.0,233.0,14
BANDAR PERMATA LUNAS,LUNAS,KEDAH,FREEHOLD,SEMI D,412500.0,172.0,14
BANDAR PERMATA LUNAS,LUNAS,KEDAH,FREEHOLD,TERRACE HOUSE,412500.0,172.0,14
TAMAN TASIK PERDANA,PENGKALAN HULU,PERAK,LEASEHOLD,TERRACE HOUSE,188000.0,157.0,14
TAMAN MASJID TANAH PERDANA,MASJID TANAH,MELAKA,FREEHOLD,SEMI D,410000.0,128.0,14
TAMAN TEHEL IMPIAN (SAUJANA PERDANA),BEMBAN,MELAKA,FREEHOLD,TERRACE HOUSE,291230.0,182.0,14
TAMAN SERI BAYU 2,SUNGAI LALANG,KEDAH,FREEHOLD,TERRACE HOUSE,320000.0,268.0,14
TAMAN JENDERAM SUTERA,DENGKIL,SELANGOR,FREEHOLD,TERRACE HOUSE,585000.0,418.0,14
TAMAN TOK MUDA SEJAHTERA,KAPAR,SELANGOR,FREEHOLD,TERRACE HOUSE,378000.0,295.0,14
TAMAN ARA BAYU,NILAI,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,378800.0,291.0,14
P/L 174132 INDERA MAHKOTA,KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,392000.0,276.0,14
BANDAR BESTARI PERMAI,KUALA KETIL,KEDAH,FREEHOLD,TERRACE HOUSE,237500.0,136.0,14
PERMAIPURA VILLA,SUNGAI LALANG,KEDAH,FREEHOLD,BUNGALOW,548000.0,98.0,14
TAMAN WANGSA PERMAI (P/L 13367),LUMUT,PERAK,FREEHOLD,SEMI D,498800.0,178.0,14
TAMAN SRI NOVA UTAMA,TAMPIN,NEGERI SEMBILAN,FREEHOLD,SEMI D,401900.0,107.0,14
TAMAN SRI NOVA UTAMA,TAMPIN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,401900.0,107.0,14
PLUMERIA @ BANDAR UNIVERSITI,SERI ISKANDAR,PERAK,LEASEHOLD,TERRACE HOUSE,250000.0,175.0,14
AMAN CITIES,BATU GAJAH,PERAK,LEASEHOLD,TERRACE HOUSE,231300.0,145.0,14
BB SETIA AWAN PERDANA RESIDEN 2,SITIAWAN,PERAK,FREEHOLD,BUNGALOW,240000.0,117.0,14
BB SETIA AWAN PERDANA RESIDEN 2,SITIAWAN,PERAK,FREEHOLD,CLUSTER HOUSE,240000.0,117.0,14
TAMAN BUKIT SENAWANG PERDANA (PHASE 2),RANTAU,NEGERI SEMBILAN,FREEHOLD,SEMI D,605000.0,159.0,14
SCIENTEX IPOH - BEGONIA,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,296800.0,254.0,14
TAMAN SRI NIBONG,BAYAN LEPAS,PENANG,FREEHOLD,TERRACE HOUSE,1175000.0,675.0,14
VISION HOMES,SEREMBAN 2,NEGERI SEMBILAN,FREEHOLD,CLUSTER HOUSE,550000.0,274.0,14
SP SAUJANA,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,450000.0,232.0,14
TAMAN NILAM,KUAH,KEDAH,LEASEHOLD,TERRACE HOUSE,145000.0,101.0,14
TAMAN DESA IMPIAN,KUAH,KEDAH,FREEHOLD,TERRACE HOUSE,618800.0,435.0,14
KAMPUNG MERDEKA - TR 105,BATU PAHAT,JOHOR,FREEHOLD,SEMI D,325000.0,185.0,14
KAMPUNG MERDEKA - TR 105,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,325000.0,185.0,14
TAMAN DELIMA II,KLUANG,JOHOR,FREEHOLD,SEMI D,314000.0,179.0,14
TAMAN DELIMA II,KLUANG,JOHOR,FREEHOLD,TERRACE HOUSE,314000.0,179.0,14
TAMAN DESA ABLELINK,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,445000.0,398.0,14
RMM BANJARAN SERAPI,KUCHING,SARAWAK,LEASEHOLD,TERRACE HOUSE,234000.0,133.0,14
TAMAN MERAK JAYA,SIMPANG AMPAT,PENANG,FREEHOLD,TERRACE HOUSE,315000.0,231.0,14
TAMAN RASAH JAYA V,RASAH,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,300000.0,182.0,14
TAMAN PRIMA SAUJANA,KAJANG,SELANGOR,FREEHOLD,BUNGALOW,525000.0,354.0,14
TAMAN PRIMA SAUJANA,KAJANG,SELANGOR,FREEHOLD,TERRACE HOUSE,525000.0,354.0,14
TAMAN T&G PHASE 7,KOTA MARUDU,SABAH,LEASEHOLD,SEMI D,500000.0,238.0,14
TAMAN DESA RHU,SIKAMAT,NEGERI SEMBILAN,LEASEHOLD,TERRACE HOUSE,237500.0,210.0,14
TAMAN LARAH AMAN,TAIPING,PERAK,FREEHOLD,TERRACE HOUSE,230000.0,192.0,14
TAMAN PURA KENCANA - TR. 41,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,445000.0,227.0,14
TAMAN DATUK TAMBY CHIK KARIM,BATU BERENDAM,MELAKA,LEASEHOLD,TERRACE HOUSE,305000.0,227.0,14
TAMAN PERMAI BIDOR,BIDOR,PERAK,LEASEHOLD,CLUSTER HOUSE,364000.0,153.0,14
TAMAN PERMAI BIDOR,BIDOR,PERAK,LEASEHOLD,SEMI D,364000.0,153.0,14
TAMAN PERMAI BIDOR,BIDOR,PERAK,LEASEHOLD,TERRACE HOUSE,364000.0,153.0,14
TAMAN BAKRI JAYA,BAKRI,JOHOR,FREEHOLD,TERRACE HOUSE,610000.0,238.0,14
BANDAR TUN RAZAK,CHERAS,KUALA LUMPUR,LEASEHOLD,CLUSTER HOUSE,335000.0,298.0,14
BANDAR TUN RAZAK,CHERAS,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,335000.0,298.0,14
TAMAN SELATAN,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,655000.0,296.0,14
USJ 13,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,697500.0,552.0,14
USJ HEIGHTS,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,1526237.5,624.0,14
TAMAN SUNGAI UDANG MUTIARA,SUNGAI UDANG,MELAKA,FREEHOLD,TERRACE HOUSE,290000.0,175.0,14
PERUMAHAN PASDEC,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,250000.0,189.0,14
TAMAN IMPIAN JAYA,SENAI,JOHOR,LEASEHOLD,TERRACE HOUSE,411000.0,142.0,14
TAMAN SRI WANGSA II,BATU GAJAH,PERAK,LEASEHOLD,TERRACE HOUSE,229400.0,191.0,14
PUNCAK BOUGAINVILLEA,PADANG RENGAS,PERAK,FREEHOLD,TERRACE HOUSE,274440.0,187.0,14
TAMAN SAMUDRA,BATU CAVES,SELANGOR,LEASEHOLD,TERRACE HOUSE,550000.0,581.0,14
TAMAN SILIBIN RIA,IPOH,PERAK,LEASEHOLD,SEMI D,515000.0,293.0,14
TAMAN SILIBIN RIA,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,515000.0,293.0,14
TAMAN TEMIANG JAYA II,MUAR,JOHOR,FREEHOLD,TERRACE HOUSE,865000.0,329.0,14
SIERRAMAS,SUNGAI BULOH,SELANGOR,FREEHOLD,BUNGALOW,2405000.0,670.0,14
SIERRAMAS,SUNGAI BULOH,SELANGOR,FREEHOLD,SEMI D,1838000.0,670.0,14
RPR BATU KAWA,KUCHING,SARAWAK,LEASEHOLD,TERRACE HOUSE,250000.0,198.0,14
TAMAN SRI PULASAN,SEREMBAN,NEGERI SEMBILAN,LEASEHOLD,TERRACE HOUSE,215000.0,172.0,14
TAMAN DESA JASMIN,NILAI,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,334500.0,210.0,14
TAMAN DATUK SENU,SENTUL,KUALA LUMPUR,LEASEHOLD,CLUSTER HOUSE,330000.0,513.0,14
TAMAN DATUK SENU,SENTUL,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,330000.0,513.0,14
TAMAN MEDAN PASIR SAUJANA,IPOH,PERAK,FREEHOLD,TERRACE HOUSE,559000.0,336.0,14
SEKSYEN 20,PETALING JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,885000.0,426.0,14
TAMAN MAKMUR FASA 1,LUNAS,KEDAH,FREEHOLD,TERRACE HOUSE,300000.0,207.0,14
SENIBONG VILLAS,MASAI,JOHOR,FREEHOLD,BUNGALOW,2125000.0,456.0,14
TAMAN KOTA YONG PENG,YONG PENG,JOHOR,FREEHOLD,TERRACE HOUSE,240000.0,160.0,14
TAMAN ANGSANA,KULIM,KEDAH,FREEHOLD,TERRACE HOUSE,297000.0,216.0,14
TAMAN KOPERASI POLIS FASA 2,BATU CAVES,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,460000.0,504.0,14
JALAN INDAH,SIBU,SARAWAK,LEASEHOLD,TERRACE HOUSE,267500.0,119.0,14
TAMAN PERMAIPURA,SUNGAI LALANG,KEDAH,FREEHOLD,BUNGALOW,240000.0,150.0,14
TAMAN PERMAIPURA,SUNGAI LALANG,KEDAH,FREEHOLD,TERRACE HOUSE,240000.0,150.0,14
TAMAN KESANG MAWAR,MUAR,JOHOR,FREEHOLD,TERRACE HOUSE,485000.0,264.0,14
RIVERIA,KOTA SAMARAHAN,SARAWAK,LEASEHOLD,TERRACE HOUSE,592500.0,213.0,14
TAMAN KEMPAS FASA 1,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,237500.0,182.0,14
BANDAR AINSDALE,LABU,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,623888.0,444.0,14
MAJIDEE PARK,JOHOR BAHRU,JOHOR,FREEHOLD,BUNGALOW,935000.0,189.0,14
MAJIDEE PARK,JOHOR BAHRU,JOHOR,FREEHOLD,SEMI D,935000.0,189.0,14
TAMAN ANGGERIK HEIGHTS,BENTONG,PAHANG,FREEHOLD,TERRACE HOUSE,338000.0,242.0,14
TAMAN LAHAT PERMAI,LAHAT,PERAK,LEASEHOLD,TERRACE HOUSE,280000.0,224.0,14
TAMAN AMAN 3,LAHAD DATU,SABAH,LEASEHOLD,TERRACE HOUSE,375000.0,176.0,14
TAMAN GURUN JAYA,GURUN,KEDAH,FREEHOLD,SEMI D,206500.0,107.0,14
TAMAN GURUN JAYA,GURUN,KEDAH,FREEHOLD,TERRACE HOUSE,206500.0,107.0,14
TAMAN SELAYANG UTAMA,SELAYANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,684000.0,491.0,14
PERUMAHAN PRIMA BG SERAI,BAGAN SERAI,PERAK,FREEHOLD,TERRACE HOUSE,310000.0,222.0,14
TAMAN SERI KIJANG,BUKIT MERTAJAM,PENANG,FREEHOLD,TERRACE HOUSE,311500.0,271.0,14
TAMAN TANGGA BATU PERDANA,TANJONG KLING,MELAKA,LEASEHOLD,TERRACE HOUSE,308000.0,193.0,14
TAMAN SERI RANTAU,KAPAR,SELANGOR,FREEHOLD,TERRACE HOUSE,410000.0,251.0,14
TAMAN ASEAN,BALAI PANJANG,MELAKA,FREEHOLD,TERRACE HOUSE,382500.0,236.0,14
TAMAN KLANG JAYA,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,475000.0,232.0,14
SEKSYEN 8 SHAH ALAM,SHAH ALAM,SELANGOR,LEASEHOLD,TERRACE HOUSE,700000.0,348.0,14
TAMAN HAJI MOHD AMIN,PERMATANG PAUH,PENANG,FREEHOLD,FLAT,160000.0,218.0,14
TAMAN MENGKUDU,BUKIT MINYAK,PENANG,FREEHOLD,FLAT,100000.0,167.0,14
QUEENS RESIDENCES Q2 @ QUEENS WATERFRONT,BAYAN LEPAS,PENANG,FREEHOLD,CONDOMINIUM,1253287.0,1066.0,14
MAGNA VILLE,SELAYANG,SELANGOR,LEASEHOLD,CONDOMINIUM,350000.0,316.0,14
KRYSTAL HEIGHTS,JELUTONG,PENANG,FREEHOLD,FLAT,177500.0,374.0,14
UNIVERSITY APARTMENT PHASE 1,KOTA KINABALU,SABAH,LEASEHOLD,APARTMENT,245000.0,400.0,14
PANGSAPURI SAUJANA PERMAI 1,KAJANG,SELANGOR,FREEHOLD,APARTMENT,310000.0,310.0,14
LAKEVIEW APARTMENTS,SELAYANG,SELANGOR,LEASEHOLD,APARTMENT,282500.0,324.0,14
DELIMA IMPIAN,BUKIT MINYAK,PENANG,FREEHOLD,FLAT,160000.0,248.0,14
SELESA PUTERI CONDOMINIUM,SKUDAI,JOHOR,FREEHOLD,CONDOMINIUM,271000.0,268.0,14
BAHAGIA RESIDENCES,MIRI,SARAWAK,LEASEHOLD,APARTMENT,260000.0,306.0,14
SUMMER PLACE,JELUTONG,PENANG,LEASEHOLD,CONDOMINIUM,690000.0,637.0,14
INDAH,BUTTERWORTH,PENANG,FREEHOLD,APARTMENT,215000.0,303.0,14
SUBANG PERDANA GOODYEAR COURT 3,SUBANG JAYA,SELANGOR,FREEHOLD,APARTMENT,354000.0,378.0,14
1MEDINI,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,CONDOMINIUM,370000.0,366.0,14
BUKIT PANDAN KONDOMINIUM 1,CHERAS,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,380000.0,322.0,14
CORMAR SUITES (FRASER PLACE (LOT 163)),KLCC,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,749400.0,1200.0,14
GOLDEN VILLA,KLANG,SELANGOR,FREEHOLD,APARTMENT,217500.0,226.0,14
KOTA LAKSAMANA UTAMA,MELAKA CITY,MELAKA,LEASEHOLD,APARTMENT,126000.0,155.0,14
SKY GARDENS RESIDENCES,TAMPOI,JOHOR,FREEHOLD,SERVICE RESIDENCE,435000.0,413.0,14
SUASANA LUMAYAN,CHERAS,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,487500.0,407.0,14
GENTING COURT CONDOMINIUM,SETAPAK,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,204500.0,279.0,14
FOUR SEASONS PLACE,KLCC,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,1341465.0,1815.0,14
CHERRY,IPOH,PERAK,FREEHOLD,APARTMENT,137500.0,180.0,14
SERI PAUH,BUKIT MERTAJAM,PENANG,LEASEHOLD,FLAT,170000.0,282.0,14
PANTAI HILLPARK 2,PANTAI,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,462500.0,506.0,14
PANTAI PANORAMA CONDOMINIUMS,KAMPUNG KERINCHI (BANGSAR SOUTH),KUALA LUMPUR,FREEHOLD,CONDOMINIUM,482500.0,437.0,14
IXORA APARTMENT,BUKIT BARU,MELAKA,FREEHOLD,APARTMENT,332500.0,259.0,14
VILLA FLORA,TAMAN TUN DR ISMAIL,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,830500.0,600.0,14
BERCHAM PRIMA (IPOH KIARA),IPOH,PERAK,LEASEHOLD,CONDOMINIUM,315000.0,259.0,14
AMAN HEIGHTS CONDOMINIUM,SERI KEMBANGAN,SELANGOR,FREEHOLD,CONDOMINIUM,393500.0,311.0,14
TAMAN AIR TAWAR INDAH,BUTTERWORTH,PENANG,FREEHOLD,FLAT,110000.0,204.0,14
VISTA SERI PUTRA,BANGI,SELANGOR,FREEHOLD,APARTMENT,316000.0,347.0,14
HARMONY VIEW,JELUTONG,PENANG,FREEHOLD,APARTMENT,378000.0,560.0,14
SRI ANGGERIK 2,PUCHONG,SELANGOR,FREEHOLD,APARTMENT,380000.0,458.0,14
SRI KENARI APARTMENT,JOHOR BAHRU,JOHOR,LEASEHOLD,APARTMENT,320000.0,350.0,14
SRI KENARI APARTMENT,JOHOR BAHRU,JOHOR,LEASEHOLD,FLAT,320000.0,350.0,14
RESIDENSI SOLARIS PARQ,DUTAMAS,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,1090000.0,1068.0,14
TAMAN MACHANG BUBOK,BUKIT MERTAJAM,PENANG,FREEHOLD,FLAT,71000.0,121.0,14
SERI INTAN APARTMENT,SETIA ALAM,SELANGOR,FREEHOLD,APARTMENT,340000.0,410.0,14
PAVILION HILLTOP,MONT KIARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1620000.0,968.0,14
KELANA D'PUTERA,KELANA JAYA,SELANGOR,LEASEHOLD,CONDOMINIUM,400000.0,342.0,14
PETALING INDAH CONDOMINIUMS,SRI PETALING,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,298850.0,297.0,14
DESA DUA,KEPONG,SELANGOR,FREEHOLD,APARTMENT,262500.0,313.0,14
SURIA STONOR,KLCC,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,1341465.0,1173.0,14
TAMAN PUSAT KEPONG,SEGAMBUT,KUALA LUMPUR,LEASEHOLD,FLAT,182500.0,195.0,14
SCOTT TOWERS @ LARKIN JB,JOHOR BAHRU,JOHOR,LEASEHOLD,APARTMENT,395000.0,408.0,14
ABADI INDAH,TAMAN DESA,KUALA LUMPUR,LEASEHOLD,APARTMENT,300000.0,327.0,14
TELIPOK SQUARE,TUARAN,SABAH,LEASEHOLD,FLAT,137000.0,215.0,14
RUMAH PANGSA SRI ORKID,ULU TIRAM,JOHOR,FREEHOLD,FLAT,157500.0,222.0,14
PANGSAPURI IKHLAS,JITRA,KEDAH,FREEHOLD,APARTMENT,165000.0,241.0,14
TAMAN DAYA,KEPONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,550000.0,515.0,13
TAMAN BRINGIN,JINJANG,KUALA LUMPUR,LEASEHOLD,CLUSTER HOUSE,300000.0,472.0,13
TAMAN BRINGIN,JINJANG,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,300000.0,472.0,13
BANDAR ALAM MASAI,MASAI,JOHOR,FREEHOLD,TERRACE HOUSE,688000.0,364.0,13
TAMAN GRANDVIEW,SANDAKAN,SABAH,LEASEHOLD,TERRACE HOUSE,430000.0,208.0,13
TAMAN PERMATA,ULU KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,450000.0,439.0,13
TAMAN BUKIT SUBANG,SHAH ALAM,SELANGOR,FREEHOLD,TERRACE HOUSE,590000.0,415.0,13
TAMAN BERKELEY,KAPAR,SELANGOR,FREEHOLD,BUNGALOW,540000.0,275.0,13
TAMAN BERKELEY,KAPAR,SELANGOR,FREEHOLD,TERRACE HOUSE,540000.0,275.0,13
TAMAN PERLING LABIS- TR 74,LABIS,JOHOR,FREEHOLD,TERRACE HOUSE,386400.0,224.0,13
TAMAN BUKIT WANGSA SETIA,ULU BERNAM,PERAK,FREEHOLD,TERRACE HOUSE,408000.0,292.0,13
PERUMAHAN MAKMUR GAMBANG JAYA 1 (PRIMA),KUANTAN,PAHANG,LEASEHOLD,SEMI D,230000.0,79.0,13
NADA 4 @ NADA ALAM,MANTIN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,800000.0,519.0,13
TAMAN TAN SRI FUZI,SERI ISKANDAR,PERAK,FREEHOLD,TERRACE HOUSE,228000.0,163.0,13
TAMAN RAIA SENTOSA (PRIMA SUNGAI RAYA),SIMPANG PULAI,PERAK,LEASEHOLD,TERRACE HOUSE,285000.0,219.0,13
TAMAN PELANGI [SIKAMAT],SIKAMAT,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,240000.0,179.0,13
LAKEVIEW RESIDENCE,BIDOR,PERAK,LEASEHOLD,CLUSTER HOUSE,398700.0,150.0,13
TAMAN SERI BINTANG,TAMPIN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,249998.0,161.0,13
P/L143461 SERI MAHKOTA DAMAI FASA 6,KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,236000.0,143.0,13
BAYU SUTERA - PRECINCT 3A,JIMAH,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,608299.0,435.0,13
TAMAN DESA BUKIT NILAM,KAPAR,SELANGOR,FREEHOLD,TERRACE HOUSE,549900.0,391.0,13
KAWASAN ABDUL SAMAD/MARIMAH,JOHOR BAHRU,JOHOR,FREEHOLD,CLUSTER HOUSE,980000.0,131.0,13
KAWASAN ABDUL SAMAD/MARIMAH,JOHOR BAHRU,JOHOR,FREEHOLD,SEMI D,980000.0,131.0,13
ANDARI TOWNVILLA 1 & GARDENVILLE,RAWANG,SELANGOR,LEASEHOLD,TOWN HOUSE,310000.0,250.0,13
TAMAN PULAI EMAS,KULAI,JOHOR,LEASEHOLD,TERRACE HOUSE,385000.0,325.0,13
TAMAN BUKIT RANGIN 3,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,210000.0,167.0,13
TAMAN SATRIA JAYA,KUCHING,SARAWAK,LEASEHOLD,TERRACE HOUSE,580000.0,284.0,13
TAMAN SETAPAK INDAH,SETAPAK,KUALA LUMPUR,LEASEHOLD,TOWN HOUSE,510000.0,431.0,13
TAMAN PULASAN,ALOR SETAR,KEDAH,FREEHOLD,BUNGALOW,561200.0,270.0,13
TAMAN PULASAN,ALOR SETAR,KEDAH,FREEHOLD,TERRACE HOUSE,561200.0,270.0,13
TAMAN CRESCENTIA,BATU KAWAN,PENANG,LEASEHOLD,CLUSTER HOUSE,350000.0,278.0,13
TAMAN CRESCENTIA,BATU KAWAN,PENANG,LEASEHOLD,TERRACE HOUSE,350000.0,278.0,13
TAMAN DESA JAWI,NIBONG TEBAL,PENANG,LEASEHOLD,TERRACE HOUSE,190000.0,199.0,13
BANDAR TEKNOLOGI,KAJANG,SELANGOR,FREEHOLD,TERRACE HOUSE,370000.0,269.0,13
KAMPUNG BATU TIONG / BATU GEDUP,DUNGUN,TERENGGANU,FREEHOLD,SEMI D,350000.0,98.0,13
TAMAN GEMILANG,SERI ISKANDAR,PERAK,LEASEHOLD,SEMI D,370000.0,126.0,13
TAMAN GEMILANG,SERI ISKANDAR,PERAK,LEASEHOLD,TERRACE HOUSE,370000.0,126.0,13
TAMAN TUALANG INDAH,MENTAKAB,PAHANG,FREEHOLD,TERRACE HOUSE,210000.0,144.0,13
TAMAN DESA PERMAI,KAPAR,SELANGOR,FREEHOLD,SEMI D,575000.0,205.0,13
PUCHONG HARTAMAS,PUCHONG,SELANGOR,FREEHOLD,TERRACE HOUSE,800000.0,495.0,13
TAMAN BEMBAN SETIA,BATU GAJAH,PERAK,LEASEHOLD,TERRACE HOUSE,240000.0,166.0,13
TAMAN IMPIANA ADRIL,LAHAT,PERAK,LEASEHOLD,TERRACE HOUSE,250000.0,184.0,13
TAMAN DESA MELATI,NILAI,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,490000.0,222.0,13
TAMAN SINTAR INDAH,NIBONG TEBAL,PENANG,FREEHOLD,SEMI D,340000.0,251.0,13
TAMAN SINTAR INDAH,NIBONG TEBAL,PENANG,FREEHOLD,TERRACE HOUSE,340000.0,251.0,13
TAMAN CEMPAKA,BANTING,SELANGOR,FREEHOLD,TERRACE HOUSE,450000.0,227.0,13
TTDI JAYA,SHAH ALAM,SELANGOR,FREEHOLD,TERRACE HOUSE,600000.0,382.0,13
"TAMAN BAYU INDERA, LUKUT",PORT DICKSON,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,305000.0,200.0,13
TAMAN TEMIANG JAYA,MUAR,JOHOR,FREEHOLD,TERRACE HOUSE,610000.0,312.0,13
PANDAMARAN JAYA,PANDAMARAN,SELANGOR,LEASEHOLD,TERRACE HOUSE,250000.0,200.0,13
TAMAN BUKIT TEMBAKAU,UMBAI,MELAKA,FREEHOLD,SEMI D,260000.0,156.0,13
TAMAN BUKIT TEMBAKAU,UMBAI,MELAKA,FREEHOLD,TERRACE HOUSE,260000.0,156.0,13
TAMAN BUKIT BELIMBING,BALAKONG,SELANGOR,FREEHOLD,TERRACE HOUSE,390000.0,434.0,13
OFF JALAN TELOK GADONG,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,600000.0,302.0,13
TAMAN SEMENYIH MEWAH,SEMENYIH,SELANGOR,FREEHOLD,TERRACE HOUSE,615000.0,354.0,13
TAMAN ENG ANN,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,480000.0,240.0,13
TAMAN EHSAN JAYA,ULU TIRAM,JOHOR,LEASEHOLD,TERRACE HOUSE,670000.0,499.0,13
TAMAN PAUH JAYA,PERAI,PENANG,FREEHOLD,TERRACE HOUSE,590000.0,400.0,13
TAMAN TIRAM,KULIM,KEDAH,FREEHOLD,SEMI D,280000.0,177.0,13
TAMAN TIRAM,KULIM,KEDAH,FREEHOLD,TERRACE HOUSE,280000.0,177.0,13
SETIA DAMAI 15,SETIA ALAM,SELANGOR,FREEHOLD,SEMI D,1490000.0,536.0,13
TAMAN DARULAMAN PERDANA,SUNGAI PETANI,KEDAH,FREEHOLD,SEMI D,380000.0,186.0,13
